a_id,user_id,post_id,post_text,annotation_date,result,issue,comments
1719,3,371_v11_only_lm_270,"the idea that a mere belief difference can seal ones fate is beyond preposterous, its madness!!",2025-12-29 17:14:32.528073,"{'post_id': '371_v11_only_lm_270', 'comments': '', 'post_text': 'the idea that a mere belief difference can seal ones fate is beyond preposterous, its madness!!', 'post_issue': 'Christianity or atheism:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': ""The idea that a mere belief difference can seal one's fate is beyond preposterous, it's madness."", 'post_inappropriate_part': 'the idea that a mere belief difference can seal ones fate is beyond preposterous, its madness!!'}",Christianity or atheism:,
1725,3,2064_base_model_1448,Who says that God didn't cause the Big Bang or evolution to occur?,2025-12-29 17:19:16.186969,"{'post_id': '2064_base_model_1448', 'comments': '', 'post_text': ""Who says that God didn't cause the Big Bang or evolution to occur?"", 'post_issue': 'Evolution vs creation:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Some people might believe that God caused the Big Bang or the process of evolution to occur.', 'post_inappropriate_part': ""Who says that God didn't cause the Big Bang or evolution to occur?""}",Evolution vs creation:,
1727,3,1241_base_model_966,The news makes us distrust each other.,2025-12-29 17:19:38.894819,"{'post_id': '1241_base_model_966', 'comments': '', 'post_text': 'The news makes us distrust each other.', 'post_issue': 'Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'The news erodes our trust in each other', 'post_inappropriate_part': 'The news makes us distrust each other'}",Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,
1728,3,134_base_model_107,"I don't know where you live, but here in SoCal we have pizza delivery services availabe until 3am, plus i'd rather go to Del Taco anytime over Taco Smell or Taco Hell aka Taco Bell.",2025-12-29 17:19:50.704660,"{'post_id': '134_base_model_107', 'comments': '', 'post_text': ""I don't know where you live, but here in SoCal we have pizza delivery services availabe until 3am, plus i'd rather go to Del Taco anytime over Taco Smell or Taco Hell aka Taco Bell."", 'post_issue': 'Which is a better pizza or taco bell   stance: pizza:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'available', 'post_inappropriate_part': 'availabe'}",Which is a better pizza or taco bell   stance: pizza:,
1729,3,598_50a_50ss_190,I also believe the laws in place are turning kids into people who can't solve problems on their own.,2025-12-29 17:20:02.513620,"{'post_id': '598_50a_50ss_190', 'comments': '', 'post_text': ""I also believe the laws in place are turning kids into people who can't solve problems on their own."", 'post_issue': 'Cmv: the ""stop bullying"" campaign is total bullshit. the best thing we can do is let kids defend themselves.:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'acting as a deterrent to kids from taking initiative and solving', 'post_inappropriate_part': ""turning kids into people who can't solve""}","Cmv: the ""stop bullying"" campaign is total bullshit. the best thing we can do is let kids defend themselves.:",
1730,3,174_v11_only_lm_128,"For the record, yeah it's wrong.",2025-12-29 17:20:13.708302,"{'post_id': '174_v11_only_lm_128', 'comments': '', 'post_text': ""For the record, yeah it's wrong."", 'post_issue': 'Is porn wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""For the record, it's wrong."", 'post_inappropriate_part': ""For the record, yeah it's wrong.""}",Is porn wrong:,
1731,3,788_base_model_566,Who said anything about FF/mozilla having anything to do with steve jobs/apple?,2025-12-29 17:20:32.184193,"{'post_id': '788_base_model_566', 'comments': '', 'post_text': 'Who said anything about FF/mozilla having anything to do with steve jobs/apple?', 'post_issue': 'Firefox vs internet explorer:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Steve Jobs/Apple.', 'post_inappropriate_part': 'steve jobs/apple?'}",Firefox vs internet explorer:,
1732,3,788_50a_50ss_245,Who said anything about FF/mozilla having anything to do with steve jobs/apple?,2025-12-29 17:20:43.936096,"{'post_id': '788_50a_50ss_245', 'comments': '', 'post_text': 'Who said anything about FF/mozilla having anything to do with steve jobs/apple?', 'post_issue': 'Firefox vs internet explorer:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Apple', 'post_inappropriate_part': 'apple'}",Firefox vs internet explorer:,
1733,3,940_v11_only_lm_743,The descriptions were nice but the food didn't live up to it.,2025-12-29 17:20:55.260648,"{'post_id': '940_v11_only_lm_743', 'comments': '', 'post_text': ""The descriptions were nice but the food didn't live up to it."", 'post_issue': 'Business review: 2.0 stars\r\nbusiness name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'The descriptions were appealing, but the food did not meet our expectations.', 'post_inappropriate_part': ""The descriptions were nice but the food didn't live up to it.""}","Business review: 2.0 stars
business name: carpe diem restaurant & caterers. city: charlotte. categories: american (new), nightlife, vegetarian, bars, american (traditional), lounges, event planning & services, venues & event spaces, caterers, restaurants:",
1736,3,774_v11_only_lm_595,"Gay men are discriminated against because they have no honor: romantic interest in men is for women only, and when an man participates he is ""lowering himself"" to a women's level.",2025-12-29 17:21:35.147832,"{'post_id': '774_v11_only_lm_595', 'comments': '', 'post_text': 'Gay men are discriminated against because they have no honor: romantic interest in men is for women only, and when an man participates he is ""lowering himself"" to a women\'s level.', 'post_issue': 'Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'and when a man participates, he is seen as lowering himself', 'post_inappropriate_part': 'and when an man participates he is ""lowering himself"" to a women\'s level'}",Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:,
1720,3,715_50a_50ss_216,That's when we NEED those freedoms the most.,2025-12-29 17:15:32.279765,"{'post_id': '715_50a_50ss_216', 'comments': '', 'post_text': ""That's when we NEED those freedoms the most."", 'post_issue': 'Should our freedoms of speech, religion, press, and the right to assemble be suspended during war?:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other7', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': ""We need to be able to say that ”I don't like the way the administration is handling things” without fear of someone putting me in prison"", 'post_inappropriate_part': ""That's when we NEED those freedoms the most""}","Should our freedoms of speech, religion, press, and the right to assemble be suspended during war?:",
1721,3,593_v11_only_lm_458,"To me, anybody that throws up a fingerstache might as well be throwing up a Nazi salute, it's a confession of their secret desire to turn back to barbarism and project their hipster (or should I say Hitler) tastes and preferences onto the populous by way of force.",2025-12-29 17:15:47.741905,"{'post_id': '593_v11_only_lm_458', 'comments': '', 'post_text': ""To me, anybody that throws up a fingerstache might as well be throwing up a Nazi salute, it's a confession of their secret desire to turn back to barbarism and project their hipster (or should I say Hitler) tastes and preferences onto the populous by way of force."", 'post_issue': 'Cmv: the moustache, facial hair in general, has become the embodiment of evil and the harbinger of bad times.:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'and a desire to impose their personal taste on others through coercion', 'post_inappropriate_part': ""it's a confession of their secret desire to turn back to barbarism and project their hipster (or should I say Hitler) tastes and preferences onto the populous by way of force""}","Cmv: the moustache, facial hair in general, has become the embodiment of evil and the harbinger of bad times.:",
1722,3,1609_50a_50ss_503,"It should not be a political issue, because my personal, religious things should be separate from government regulation.",2025-12-29 17:18:33.143142,"{'post_id': '1609_50a_50ss_503', 'comments': '', 'post_text': 'It should not be a political issue, because my personal, religious things should be separate from government regulation.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'as the government should not be involved in regulating a religious institution', 'post_inappropriate_part': 'because my personal, religious things should be separate from government regulation'}",Gay marriage right or wrong:,
1723,3,891_base_model_637,"Why, gay man here, can be fired for being gay at any job in the country, can't have a civil union with my partner of 9 years, no domestic partnet rights, hell if it were up to some I would be better of on some deserted island with like kind........not free for me.......but still grateful to be an american and for those fighting for what rights i do have",2025-12-29 17:18:53.169148,"{'post_id': '891_base_model_637', 'comments': '', 'post_text': ""Why, gay man here, can be fired for being gay at any job in the country, can't have a civil union with my partner of 9 years, no domestic partnet rights, hell if it were up to some I would be better of on some deserted island with like kind........not free for me.......but still grateful to be an american and for those fighting for what rights i do have"", 'post_issue': 'Why is our government lying to us?:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'I would be better off on a deserted island with people like me', 'post_inappropriate_part': 'hell if it were up to some I would be better of on some deserted island with like kind........'}",Why is our government lying to us?:,
1724,3,1656_50a_50ss_520,yes and most of them are hypocrites.,2025-12-29 17:19:03.118197,"{'post_id': '1656_50a_50ss_520', 'comments': '', 'post_text': 'yes and most of them are hypocrites.', 'post_issue': 'In the usa, are judges too powerful?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Yes,', 'post_inappropriate_part': 'yes'}","In the usa, are judges too powerful?:",
